"fighter","date","current_lose_streak","current_win_streak","draw","avg_BODY_att","avg_BODY_landed","avg_CLINCH_att","avg_CLINCH_landed","avg_DISTANCE_att","avg_DISTANCE_landed","avg_GROUND_att","avg_GROUND_landed","avg_HEAD_att","avg_HEAD_landed","avg_KD","avg_LEG_att","avg_LEG_landed","avg_PASS","avg_REV","avg_SIG_STR_att","avg_SIG_STR_landed","avg_SIG_STR_pct","avg_SUB_ATT","avg_TD_att","avg_TD_landed","avg_TD_pct","avg_TOTAL_STR_att","avg_TOTAL_STR_landed","longest_win_streak","losses","avg_opp_BODY_att","avg_opp_BODY_landed","avg_opp_CLINCH_att","avg_opp_CLINCH_landed","avg_opp_DISTANCE_att","avg_opp_DISTANCE_landed","avg_opp_GROUND_att","avg_opp_GROUND_landed","avg_opp_HEAD_att","avg_opp_HEAD_landed","avg_opp_KD","avg_opp_LEG_att","avg_opp_LEG_landed","avg_opp_PASS","avg_opp_REV","avg_opp_SIG_STR_att","avg_opp_SIG_STR_landed","avg_opp_SIG_STR_pct","avg_opp_SUB_ATT","avg_opp_TD_att","avg_opp_TD_landed","avg_opp_TD_pct","avg_opp_TOTAL_STR_att","avg_opp_TOTAL_STR_landed","total_rounds_fought","total_time_fought.seconds.","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO.TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Stance","Height_cms","Reach_cms","Weight_lbs","age","distance_att","close_att","ground_att","distance_def","close_def","ground_def","total_normal_att","head_att_pct","head_att_acc","body_att_pct","body_att_acc","leg_att_pct","leg_att_acc","url"
"Alex Garcia","2018-10-27",1,0,0,4.444444444,2.333333333,4.111111111,2.222222222,60.11111111,16.22222222,4.222222222,2.111111111,63.33333333,17.66666667,0.333333333,0.666666667,0.555555556,1.777777778,0.111111111,68.44444444,20.55555556,0.32,0.111111111,5.666666667,3.111111111,0.465555556,82.77777778,32.33333333,2,4,11.66666667,7.666666667,6.444444444,4.222222222,76.44444444,26.88888889,4,2.666666667,69.11111111,20.44444444,0.111111111,6.111111111,5.666666667,0.777777778,0.222222222,86.88888889,33.77777778,0.365555556,0,1.666666667,0.555555556,0.128888889,109,54.44444444,22,680.4444444,0,0,1,1,2,1,0,5,"Orthodox",175.26,182.88,170,31,0.269870609949535,0.540540540501096,0.5,0.648255813918503,0.344827586196195,0.33333333325,68.444444441,0.925324675322541,0.278947368488366,0.0649350649318393,0.5249999999775,0.00974025974562005,0.833333333583333,"/fighter/Alex-Garcia-54124"
"Alex Hunter","1997-10-17",0,1,0,3,2,0,0,3,2,9,5,8,4,0,1,1,3,0,12,7,0.58,0,1,1,1,21,16,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,1,150,0,0,0,0,0,1,0,1,"Orthodox",175.26,179.512805653923,226,29.6899842938263,0.666666666666667,0,0.555555555555556,0,0,0,12,0.666666666666667,0.5,0.25,0.666666666666667,0.0833333333333333,1,"/fighter/Alex-Hunter-170"
"Alex Karalexis","2006-01-16",1,0,0,2.5,1.5,15.5,6,18.5,2.5,5,3.5,36.5,10.5,0,0,0,0,0,39,12,0.385,0,0,0,0,47,19.5,1,1,12.5,10,15.5,10,20,9.5,0,0,22,9,0,1,0.5,0.5,0,35.5,19.5,0.44,0.5,1.5,0.5,0.25,38,22,3,286,0,0,0,0,1,0,0,1,"Orthodox",172.72,167.64,155,28,0.135135135135135,0.387096774193548,0.7,0.525,0.354838709677419,0,39,0.935897435897436,0.287671232876712,0.0641025641025641,0.6,0,0,"/fighter/Alex-Karalexis-11941"
"Alex Morono","2019-03-09",0,1,0,9.571428571,6.285714286,8.428571429,4.571428571,111.4285714,45.57142857,3.428571429,1.571428571,105.4285714,39,0.285714286,8.285714286,6.428571429,0.571428571,0,123.2857143,51.71428571,0.382857143,0.428571429,0.714285714,0,0,135.8571429,63.42857143,2,3,20.28571429,11.42857143,5,2.142857143,81.42857143,28.28571429,4.285714286,3,60,15.14285714,0.142857143,10.42857143,6.857142857,1.571428571,0.142857143,90.71428571,33.42857143,0.354285714,0,1.428571429,0.857142857,0.297142857,96.71428571,38.85714286,18,747.4285714,0,0,1,2,0,1,0,4,"Orthodox",180.34,182.88,170,28,0.408974359066404,0.542372881277506,0.458333333151042,0.652631578900831,0.5714285714,0.300000000046667,123.285714257,0.855156431021885,0.369918699287241,0.0776361529694147,0.656716417969704,0.0672074160087007,0.775862068990488,"/fighter/Alex-Morono-64894"
"Alex Nicholson","2017-05-28",1,0,0,11.33333333,7.333333333,3.666666667,1.666666667,83.33333333,36,1,1,66.33333333,22.33333333,0.333333333,10.33333333,9,0,0,88,38.66666667,0.446666667,0,0,0,0,88.66666667,39.33333333,1,2,11,8.666666667,9,5.333333333,62.66666667,29.33333333,2,1.666666667,57,23,0.333333333,5.666666667,4.666666667,2.333333333,0,73.66666667,36.33333333,0.55,0.666666667,3,1.333333333,0.5,95.33333333,53.66666667,6,528.3333333,0,0,0,0,1,0,0,1,"Orthodox",193.04,205.74,185,27,0.43200000001728,0.454545454595041,1,0.531914893695111,0.407407407444444,0.1666666665,87.99999999,0.753787878835658,0.336683417052095,0.128787878764635,0.647058823690311,0.117424242399707,0.870967742216441,"/fighter/Alex-Nicholson-121077"
"Alex Oliveira","2019-04-27",1,0,0,8.642857143,6.857142857,12.28571429,8.428571429,27,11.42857143,10,7,36.57142857,16.5,0.357142857,4.071428571,3.5,1.357142857,0.071428571,49.28571429,26.85714286,0.522857143,0.5,4.928571429,1.857142857,0.267857143,67.71428571,42.14285714,3,5,5,3.785714286,6.571428571,5.071428571,20.57142857,8.285714286,4.785714286,4.214285714,23.42857143,11,0.142857143,3.5,2.785714286,1.5,0.357142857,31.92857143,17.57142857,0.616428571,0.357142857,2.214285714,0.928571429,0.378571429,47.07142857,30.78571429,30,523.9285714,0,0,0,2,4,3,0,9,"Orthodox",180.34,193.04,170,31,0.423280423333333,0.686046511423472,0.7,0.597222222180363,0.228260869580104,0.119402985186901,49.285714284,0.742028985504071,0.451171875017624,0.175362318849578,0.793388429722423,0.0826086956463516,0.859649122897507,"/fighter/Alex-Oliveira-110143"
"Alex Perez","2019-03-30",1,0,0,9.75,6.5,11.5,8.25,63.5,26.5,4,3,62.25,25,0.25,7,6.25,0.5,0,79,37.75,0.4725,0.75,4.25,2,0.5125,95.75,52.75,3,1,8.75,6.75,2.5,1.75,61.5,20.5,7.25,6,60,19.75,0,2.5,1.75,0,0,71.25,28.25,0.3775,0,1.5,0.25,0.125,81.25,38.25,7,449.75,0,0,0,1,1,1,0,3,"Orthodox",167.64,165.1,135,27,0.417322834645669,0.717391304347826,0.75,0.666666666666667,0.3,0.172413793103448,79,0.787974683544304,0.401606425702811,0.123417721518987,0.666666666666667,0.0886075949367089,0.892857142857143,NA
"Alex Soto","2012-05-15",1,0,0,2,1,0,0,8,6,0,0,4,3,0,2,2,0,0,8,6,0.75,0,0,0,0,8,6,0,1,2,1,1,0,16,6,7,6,22,11,2,0,0,0,0,24,12,0.5,0,0,0,0,24,12,1,56,0,0,0,0,0,0,0,0,"Southpaw",172.72,180.34,135,28,0.75,0,0,0.625,1,0.142857142857143,8,0.5,0.75,0.25,0.5,0.25,1,"/fighter/Alex-Soto-50367"
"Alex White","2019-03-09",2,0,0,20.75,13.25,15,9.75,82.25,28.125,4.125,3,76.875,24.625,0.5,3.75,3,0.375,0.25,101.375,40.875,0.42,0.125,1.375,0.625,0.21875,117.125,54.5,1,5,11.625,6,6.25,3.875,70.875,21.5,7.625,5.125,64.25,19.25,0.25,8.875,5.25,1.25,0.125,84.75,30.5,0.41125,0.625,3.5,1.125,0.275,100.5,43.375,19,635.125,0,0,0,1,2,0,0,3,"Southpaw",182.88,180.34,155,30,0.341945288753799,0.65,0.727272727272727,0.696649029982363,0.38,0.327868852459016,101.375,0.758323057953144,0.320325203252033,0.204685573366215,0.63855421686747,0.0369913686806412,0.8,"/fighter/Alex-White-55954"
"Alexa Grasso","2019-06-08",1,0,0,16.25,11,17.5,11.25,105.75,40,3,2.5,94.25,29.75,0,15.75,13,0.25,0.25,126.25,53.75,0.5025,0.25,0.5,0.25,0.125,165.5,87.5,1,2,18.75,10.5,8,6.25,101,27,4.75,3.5,90,23.5,0,5,2.75,2.75,0.25,113.75,36.75,0.325,0.25,5.5,2,0.38,132.75,53.75,10,716,0,0,1,1,0,0,0,2,"Orthodox",165.1,167.64,115,25,0.378250591016548,0.642857142857143,0.833333333333333,0.732673267326733,0.21875,0.263157894736842,126.25,0.746534653465347,0.315649867374005,0.128712871287129,0.676923076923077,0.124752475247525,0.825396825396825,NA
"Alexander Gustafsson","2019-06-01",1,0,0,11.93333333,6.6,7,3.933333333,94.46666667,33.06666667,9.666666667,7.2,92.2,32.26666667,0.6,7,5.333333333,1.133333333,0,111.1333333,44.2,0.384666667,0.333333333,3,1.2,0.303333333,129.4666667,60.6,6,5,9.466666667,6,9.466666667,6.466666667,66.66666667,28.93333333,4.133333333,3.266666667,59.13333333,23.6,0.066666667,11.66666667,9.066666667,0.466666667,0,80.26666667,38.66666667,0.525333333,0.133333333,3.066666667,0.466666667,0.098,94.6,51.93333333,38,660.8666667,3,0,0,3,5,2,0,10,"Orthodox",195.58,200.66,205,32,0.350035285838037,0.561904761857143,0.744827586181213,0.5660000000717,0.316901408439546,0.209677419210458,111.13333333,0.829634073210247,0.349963846746204,0.107378524268368,0.553072625852814,0.0629874025213853,0.761904761857143,"/fighter/Alexander-Gustafsson-26162"
"Alexander Hernandez","2019-01-19",0,2,0,13.5,9,12.5,8.5,24,8,10.5,7,32.5,14.5,0.5,1,0,1.5,0.5,47,23.5,0.545,0,5,2,0.2,75.5,47.5,2,0,7,5,5,4.5,16,6.5,0.5,0.5,12.5,5,0,2,1.5,1.5,0,21.5,11.5,0.475,0.5,3,1,0.165,30.5,20.5,4,471,0,0,0,1,1,0,0,2,"Orthodox",175.26,182.88,155,26,0.333333333333333,0.68,0.666666666666667,0.59375,0.1,0,47,0.691489361702128,0.446153846153846,0.287234042553192,0.666666666666667,0.0212765957446809,0,NA
"Alexander Volkanovski","2019-05-11",0,6,0,11.83333333,8.833333333,14.83333333,10.5,68.5,36.5,36.16666667,25,93,51.16666667,0.666666667,14.66666667,12,2.333333333,0.166666667,119.5,72,0.596666667,0.5,6.5,2.666666667,0.456666667,130.5,81.5,6,0,8.5,5.166666667,7,4.166666667,72.83333333,25.33333333,1.5,1.5,70,23.5,0.166666667,2.833333333,2.333333333,0.5,0.166666667,81.33333333,31,0.375,0,3.5,1,0.401666667,85.83333333,35,15,712.8333333,0,0,0,3,3,0,0,6,"Orthodox",167.64,180.34,145,30,0.532846715328467,0.707865168698397,0.691244239567627,0.652173913073326,0.404761904714286,0,119.5,0.778242677824268,0.550179211505376,0.099023709874477,0.746478873421543,0.122733612301255,0.818181817995868,NA
"Alexander Volkov","2018-10-06",0,4,0,21,16,14.25,9.25,127.5,70.5,10.5,7.75,114,58.25,0.5,17.25,13.25,0.25,0,152.25,87.5,0.565,0,1.5,1.25,0.625,183.5,114,4,0,14.25,8.5,4.75,3.75,78.5,25.25,19.25,12,81.5,27.5,0.25,6.75,5,1.5,0.5,102.5,41,0.43,0,6.25,1.25,0.1425,120.75,56.5,13,902,0,0,1,1,2,0,0,4,"Orthodox",200.66,203.2,250,29,0.552941176470588,0.649122807017544,0.738095238095238,0.678343949044586,0.210526315789474,0.376623376623377,152.25,0.748768472906404,0.510964912280702,0.137931034482759,0.761904761904762,0.113300492610837,0.768115942028985,NA
"Alexander Yakovlev","2019-04-20",2,0,0,8.333333333,6,3.833333333,2.666666667,42.5,18.16666667,3,2.166666667,33.5,11.33333333,0.333333333,7.5,5.666666667,1.166666667,0.166666667,49.33333333,23,0.523333333,0,3.333333333,1,0.4,53.83333333,26.66666667,2,4,9.333333333,6.333333333,6.333333333,4.333333333,55.16666667,18,14,10.83333333,59.33333333,20.83333333,0.166666667,6.833333333,6,2.333333333,0,75.5,33.16666667,0.458333333,0.166666667,5.5,1.5,0.22,114.6666667,69.83333333,15,730.1666667,0,0,0,1,1,0,0,2,"Southpaw",190.5,187.96,155,34,0.427450980470588,0.695652174060491,0.722222222333333,0.673716012104307,0.315789473700831,0.226190476428571,49.333333333,0.679054054058642,0.33830845761194,0.168918918913304,0.7200000000288,0.152027027028054,0.7555555556,"/fighter/Alexander-Yakovlev-10846"
"Alexandra Albu","2019-02-17",0,2,0,17.5,12,19.5,16.5,93,38,9,7.5,101,47,0,3,3,1,0,121.5,62,0.56,0.5,4.5,2.5,0.31,147.5,81,2,0,15.5,13,23,19.5,68,33,10,6.5,72,33,0,13.5,13,1,0.5,101,59,0.625,0,5.5,1,0.225,143.5,97.5,5,707,0,0,0,1,0,1,0,2,"Orthodox",157.48,160.02,115,28,0.408602150537634,0.846153846153846,0.833333333333333,0.514705882352941,0.152173913043478,0.35,121.5,0.831275720164609,0.465346534653465,0.1440329218107,0.685714285714286,0.0246913580246914,1,NA
"Alexandre Dantas","2003-02-28",1,0,0,1,0,0,0,5,1,38,13,42,14,0,0,0,4,1,43,14,0.32,0,8,2,0.25,55,24,0,1,8,5,6,5,17,9,31,19,46,28,1,0,0,1,2,54,33,0.61,0,0,0,0,85,61,3,748,0,0,0,0,0,0,0,0,"Orthodox",187.96,192.520979976671,238,23,0.2,0,0.342105263157895,0.470588235294118,0.166666666666667,0.387096774193548,43,0.976744186046512,0.333333333333333,0.0232558139534884,0,0,0,"/fighter/Alexandre-Dantas-264"
"Alexandre Pantoja","2019-04-13",0,2,0,17.4,11.2,11.2,8.4,95.8,40.6,3,2.6,81.2,31.6,0.2,11.4,8.8,2.2,0.6,110,51.6,0.462,1.4,1.2,0.6,0.466,130,70,2,1,5.6,4.2,7.4,4,87.6,32.8,5,3.6,88.4,32,0,6,4.2,0.2,0.4,100,40.4,0.438,0,6.6,2.6,0.238,119.6,56.8,13,717.8,0,0,1,1,0,2,0,4,"Orthodox",165.1,170.18,125,28,0.423799582463466,0.75,0.866666666666667,0.625570776255708,0.45945945945946,0.28,110,0.738181818181818,0.389162561576355,0.158181818181818,0.64367816091954,0.103636363636364,0.771929824561404,NA
"Alexis Davis","2019-03-23",1,0,0,10.33333333,6.888888889,9.555555556,6.222222222,82.33333333,27.88888889,5.666666667,4.555555556,70.11111111,19.11111111,0,17.11111111,12.66666667,1.111111111,0.444444444,97.55555556,38.66666667,0.427777778,1,1.666666667,0.666666667,0.313333333,149.7777778,84.77777778,3,3,7,5.333333333,7.111111111,4.888888889,80.88888889,30.11111111,7.333333333,6.666666667,79,29.44444444,0,9.333333333,6.888888889,0.666666667,0.111111111,95.33333333,41.66666667,0.503333333,0.111111111,2.111111111,1.555555556,0.561111111,137.6666667,79.66666667,23,708.3333333,1,0,2,3,0,1,0,6,"Orthodox",167.64,172.72,125,34,0.338731444021811,0.651162790644132,0.803921568658593,0.627747252766102,0.312499999973633,0.090909090822314,97.55555555,0.718678815519287,0.272583201256301,0.105922551224711,0.666666666892473,0.175398633256002,0.740259740502614,"/fighter/Alexis-Davis-22071"
"Alexis Dufresne","2015-01-03",1,0,0,5,5,0,0,11,5,17,7,21,5,0,2,2,7,1,28,12,0.42,0,3,3,1,86,65,0,1,3,1,8,4,21,8,5,3,29,12,0,2,2,0,1,34,15,0.44,0,2,1,0.5,149,123,3,900,0,0,0,0,0,0,0,0,"Orthodox",175.26,172.72,135,24,0.454545454545455,0,0.411764705882353,0.619047619047619,0.5,0.4,28,0.75,0.238095238095238,0.178571428571429,1,0.0714285714285714,1,"/fighter/Alexis-Dufresne-113687"
"Ali Bagautinov","2016-11-19",0,1,0,18.33333333,14.5,13.66666667,8.666666667,78.5,24.16666667,20.66666667,15,87.66666667,28.83333333,0.333333333,6.833333333,4.5,1.833333333,0.166666667,112.8333333,47.83333333,0.436666667,0.333333333,7.666666667,2.833333333,0.355,134.5,66.66666667,3,2,20.5,14,22.83333333,17.33333333,79.83333333,27.83333333,4.833333333,4.166666667,71,23.5,0,16,11.83333333,0.833333333,0,107.5,49.33333333,0.47,0.833333333,1.833333333,0.5,0.166666667,130.5,70.16666667,20,984.6666667,1,0,0,3,1,0,0,4,"Orthodox",162.56,165.1,125,31,0.307855626369427,0.634146341333135,0.725806451495838,0.651356993764149,0.240875912443923,0.13793103435434,112.833333333,0.776957163990478,0.328897338352513,0.162481536160007,0.790909091052893,0.0605612998495142,0.658536585397977,"/fighter/Ali-Bagautinov-81198"
"Alistair Overeem","2019-04-20",0,1,0,13.46666667,11.53333333,8.466666667,7.066666667,21.66666667,14.53333333,10.2,7.866666667,21.93333333,13.4,0.533333333,4.933333333,4.533333333,0.2,0,40.33333333,29.46666667,0.688666667,0.2,0.866666667,0.266666667,0.2,51.6,39.8,4,6,5.2,3.533333333,6.466666667,4.2,31.33333333,11.26666667,4.133333333,3.466666667,33.53333333,13.33333333,0.4,3.2,2.066666667,0.533333333,0,41.93333333,18.93333333,0.437333333,0.066666667,1.266666667,0.466666667,0.177333333,52.8,28.53333333,29,478.4,1,1,0,2,6,0,0,9,"Orthodox",193.04,203.2,265,38,0.670769230512189,0.834645669297849,0.771241830098039,0.640425531770258,0.350515463951004,0.161290322432362,40.333333333,0.543801652814412,0.61094224933297,0.333884297606065,0.856435643104843,0.122314049579523,0.91891891891344,"/fighter/Alistair-Overeem-461"
"Aljamain Sterling","2019-06-08",0,3,0,25.16666667,18.25,14,11.08333333,72.58333333,29.41666667,16.08333333,11.75,63,23.33333333,0,14.5,10.66666667,1.5,0.083333333,102.6666667,52.25,0.49,0.75,5.333333333,1.75,0.4175,138.3333333,85.75,4,3,8.916666667,4.666666667,5.75,4,51,12.91666667,1.833333333,1.166666667,43.41666667,8.916666667,0.25,6.25,4.5,0.833333333,0.083333333,58.58333333,18.08333333,0.305833333,0.083333333,2.25,1.083333333,0.251666667,80.58333333,37.83333333,32,750.6666667,0,0,0,5,1,3,0,9,"Orthodox",170.18,180.34,135,29,0.405281285942837,0.791666666428571,0.730569948337942,0.746732026078431,0.304347826086957,0.363636363338843,102.66666667,0.61363636361644,0.37037037031746,0.245129870154379,0.725165562817859,0.141233766229181,0.735632184137931,"/fighter/Aljamain-Sterling-66313"
"Allen Crowder","2019-01-19",1,0,0,1,1,7,2,31,13,0,0,29,6,0,8,8,0,0,38,15,0.39,0,0,0,0,41,17,0,1,1,1,17,6,25,14,2,2,43,21,1,0,0,0,0,44,22,0.5,0,0,0,0,47,25,1,153,0,0,0,0,0,0,0,0,"Orthodox",190.5,193.04,245,29,0.419354838709677,0.285714285714286,0,0.44,0.647058823529412,0,38,0.763157894736842,0.206896551724138,0.0263157894736842,1,0.210526315789474,1,NA
"Alptekin Ozkilic","2015-05-09",2,0,0,21.66666667,9.333333333,12,7.333333333,159.6666667,49,8,2,152,43.66666667,0,6,5.333333333,2.666666667,0,179.6666667,58.33333333,0.306666667,0,7,4.333333333,0.63,191.3333333,67,1,2,37.66666667,23,17,11,181.6666667,66.66666667,15.66666667,8.333333333,170.3333333,57,0.333333333,6.333333333,6,0.666666667,0.333333333,214.3333333,86,0.41,0.333333333,5,1.333333333,0.233333333,223,93.33333333,9,897,0,0,1,0,0,0,0,1,"Orthodox",165.1,165.1,125,29,0.306889352754303,0.611111111083333,0.25,0.633027522984766,0.352941176470588,0.468085106517429,179.66666667,0.846011131709721,0.287280701776316,0.120593692038579,0.430769230687574,0.0333951762516995,0.888888888833333,"/fighter/Alptekin-Ozkilic-73826"
"Alvaro Herrera","2018-07-28",2,0,0,1.333333333,1,1,1,12.66666667,4.666666667,0.333333333,0.333333333,12.33333333,4.666666667,0.333333333,0.333333333,0.333333333,0,0,14,6,0.393333333,0.333333333,0,0,0,14.33333333,6.333333333,1,2,3.333333333,1,1,0.666666667,17,7,6.666666667,3.333333333,15.33333333,5.666666667,0,6,4.333333333,1.666666667,0,24.66666667,11,0.403333333,0.666666667,1.666666667,1.333333333,0.266666667,36,20,4,227.6666667,0,0,0,0,1,0,0,1,"Orthodox",182.88,187.96,155,28,0.368421052560942,1,1,0.588235294117647,0.333333333,0.500000000075,13.999999996,0.880952380965986,0.37837837850767,0.0952380952414966,0.7500000001875,0.023809523792517,1,"/fighter/Alvaro-Herrera-44627"
"Alvin Robinson","2008-11-15",1,0,0,1,1,3.333333333,1.666666667,7,2.666666667,22.66666667,13,31.33333333,16,0,0.666666667,0.333333333,0,0.666666667,33,17.33333333,0.443333333,1,1.666666667,1,0.5,94.33333333,68.66666667,1,2,0.666666667,0.666666667,0.666666667,0.666666667,3.333333333,0.666666667,13.33333333,7.333333333,15.66666667,7.333333333,0,1,0.666666667,4.333333333,0.333333333,17.33333333,8.666666667,0.413333333,0.666666667,2.333333333,1.666666667,0.533333333,47.66666667,36.33333333,5,463,0,0,0,1,0,0,0,1,"Southpaw",175.26,172.72,155,26,0.380952381,0.50000000015,0.573529411680363,0.79999999988,0,0.4499999998875,32.999999997,0.949494949480257,0.510638297926664,0.0303030303057851,1,0.0202020202139578,0.49999999925,"/fighter/Alvin-Robinson-12212"
"Amanda Cooper","2018-11-10",1,0,0,3.4,2.8,1.2,1,46,14.8,10.6,8.8,53.8,21.2,0,0.6,0.6,2.8,0.2,57.8,24.6,0.36,0.8,1.4,0.6,0.198,91.6,50.4,1,3,6.8,5.4,1,0.8,37.6,15.8,8.8,7.2,36.2,14.8,0.4,4.4,3.6,1.4,0,47.4,23.8,0.532,1,1,0.8,0.4,56.4,31.8,8,408.6,1,0,0,1,1,0,0,2,"Switch",160.02,162.56,115,27,0.321739130434783,0.833333333333333,0.830188679245283,0.579787234042553,0.2,0.181818181818182,57.8,0.930795847750865,0.394052044609665,0.0588235294117647,0.823529411764706,0.0103806228373702,1,NA
"Amanda Nunes","2018-12-29",0,7,0,9.7,6.2,3.2,2.1,58,28.4,17.5,9.9,52.9,24.1,0.2,16.1,10.1,1.4,0,78.7,40.4,0.566,0.4,2.6,1.1,0.282,90.9,50.3,7,1,5,3.3,3.6,2.4,46,15.3,6.1,4.4,44.4,14.3,0,6.3,4.5,0.8,0.1,55.7,22.1,0.328,0.3,2.2,0.5,0.212,68.1,33.4,22,533.4,4,0,1,1,5,2,0,9,"Orthodox",172.72,175.26,145,30,0.489655172413793,0.65625,0.565714285714286,0.667391304347826,0.333333333333333,0.278688524590164,78.7,0.672172808132148,0.455576559546314,0.123252858958069,0.639175257731959,0.204574332909784,0.627329192546584,"/fighter/Amanda-Nunes-31496"
"Amar Suloev","2002-05-10",1,0,0,5,2,0,0,69,26,0,0,53,14,0,11,10,0,0,69,26,0.37,0,0,0,0,69,26,0,1,1,0,3,2,141,44,0,0,107,17,0,36,29,0,0,144,46,0.31,0,0,0,0,144,46,3,900,0,0,0,0,0,0,0,0,"Orthodox",175.26,179.512805653923,183,25,0.376811594202899,0,0,0.687943262411348,0.333333333333333,0,69,0.768115942028985,0.264150943396226,0.072463768115942,0.4,0.159420289855072,0.909090909090909,"/fighter/Amar-Suloev-1995"
"Amaury Bitetti","2000-06-09",1,0,0,0,0,3,0,2,2,0,0,4,1,0,1,1,0,0,5,2,0.4,0,6,0,0,30,24,0,1,20,19,16,11,5,1,38,34,39,27,0,0,0,2,0,59,46,0.77,0,1,1,1,98,82,1,570,0,0,0,0,0,0,0,0,"Orthodox",175.26,179.512805653923,185,29.6899842938263,1,0,0,0.8,0.3125,0.105263157894737,5,0.8,0.25,0,0,0.2,1,"/fighter/Amaury-Bitetti-135"
"Amilcar Alves","2011-01-22",1,0,0,1,0,1,0,6,1,3,3,7,3,0,2,1,0,0,10,4,0.4,0,0,0,0,20,12,0,1,9,9,6,4,4,0,37,27,25,11,0,13,11,4,0,47,31,0.65,2,6,4,0.66,110,87,3,791,0,0,0,0,0,0,0,0,"Southpaw",182.88,187.317710247572,170,22,0.166666666666667,0,1,1,0.333333333333333,0.27027027027027,10,0.7,0.428571428571429,0.1,0,0.2,0.5,"/fighter/Amilcar-Alves-23841"
"Amir Sadollah","2014-09-20",1,0,0,25.2,15.8,22.4,14.3,93.5,38.9,7.6,4.7,79.7,26.2,0,18.6,15.9,0.7,0,123.5,57.9,0.421,0.3,1.8,0.5,0.233,136.4,69.6,2,4,10.5,5.8,15.2,8.9,84,27.7,8.2,4.6,92,31,0.1,4.9,4.4,1.3,0,107.4,41.2,0.426,0,4.6,1.8,0.37,124.8,56.5,25,701.8,1,0,1,3,1,1,0,6,"Orthodox",177.8,187.96,170,34,0.416042780748663,0.638392857142857,0.618421052631579,0.670238095238095,0.414473684210526,0.439024390243902,123.5,0.645344129554656,0.328732747804266,0.204048582995951,0.626984126984127,0.150607287449393,0.854838709677419,"/fighter/Amir-Sadollah-34071"
"An Ying Wang","2014-08-23",0,1,0,1,0,0,0,45,13,0,0,37,10,0,7,3,0,0,45,13,0.28,0,0,0,0,47,15,1,0,2,1,0,0,12,5,0,0,10,4,0,0,0,0,0,12,5,0.41,0,1,0,0,12,5,1,300,0,0,0,0,0,0,1,1,"Orthodox",182.88,187.317710247572,170,23,0.288888888888889,0,0,0.583333333333333,0,0,45,0.822222222222222,0.27027027027027,0.0222222222222222,0,0.155555555555556,0.428571428571429,NA
"Anderson Silva","2019-05-11",1,0,0,8.652173913,6.956521739,6.217391304,5.217391304,41.73913043,22.13043478,7.913043478,6.173913043,37.91304348,18.7826087,0.782608696,9.304347826,7.782608696,0.130434783,0.043478261,55.86956522,33.52173913,0.64173913,0.260869565,0.173913043,0.130434783,0.130434783,65.34782609,41.91304348,16,6,6,3.304347826,5.434782609,3,51.91304348,17.26086957,11.43478261,6.739130435,52.82608696,16.39130435,0.130434783,9.956521739,7.304347826,0.782608696,0.043478261,68.7826087,27,0.355217391,0.173913043,3.304347826,0.782608696,0.226086957,99.04347826,53.13043478,58,651.2608696,13,0,0,3,11,3,0,17,"Southpaw",187.96,195.58,185,44,0.530208333331586,0.839160839151841,0.780219780185062,0.667504187523702,0.448000000030912,0.410646387880915,55.869565219,0.678599221801472,0.495412844128651,0.154863813224335,0.804020100491477,0.166536964974193,0.836448598176041,"/fighter/Anderson-Silva-1356"
"Andre Ewell","2018-12-29",0,1,0,16,11,1,0,120,52,2,1,104,41,1,3,1,0,0,123,53,0.43,0,1,1,1,128,57,1,0,25,12,2,2,82,26,17,16,61,23,0,15,9,3,0,101,44,0.43,2,5,3,0.6,124,67,3,900,0,0,1,0,0,0,0,1,"Southpaw",172.72,190.5,135,30,0.433333333333333,0,0.5,0.682926829268293,0,0.0588235294117647,123,0.845528455284553,0.394230769230769,0.130081300813008,0.6875,0.024390243902439,0.333333333333333,NA
"Andre Fili","2019-02-17",1,0,0,10.27272727,6.818181818,5.909090909,3.181818182,98.45454545,34,8.545454545,4.545454545,94.72727273,28.54545455,0.272727273,7.909090909,6.363636364,1.090909091,0.272727273,112.9090909,41.72727273,0.351818182,0.181818182,4.545454545,2.090909091,0.502727273,124,51.81818182,2,5,13.09090909,8,5.636363636,3,78.81818182,34.72727273,6.181818182,4,67.36363636,24.27272727,0.090909091,10.18181818,9.454545455,0.909090909,0.272727273,90.63636364,41.72727273,0.435454545,0.454545455,3.909090909,1.181818182,0.286363636,103.6363636,53.72727273,27,672.1818182,0,0,1,3,2,0,0,6,"Orthodox",180.34,187.96,145,28,0.345337026793414,0.538461538500592,0.531914893592123,0.559400230656069,0.467741935449532,0.352941176489619,112.909090909,0.838969404211626,0.30134357009689,0.0909822866103792,0.663716814317801,0.0700483091779952,0.804597701204651,"/fighter/Andre-Fili-58385"
