"fighter","date","current_lose_streak","current_win_streak","draw","avg_BODY_att","avg_BODY_landed","avg_CLINCH_att","avg_CLINCH_landed","avg_DISTANCE_att","avg_DISTANCE_landed","avg_GROUND_att","avg_GROUND_landed","avg_HEAD_att","avg_HEAD_landed","avg_KD","avg_LEG_att","avg_LEG_landed","avg_PASS","avg_REV","avg_SIG_STR_att","avg_SIG_STR_landed","avg_SIG_STR_pct","avg_SUB_ATT","avg_TD_att","avg_TD_landed","avg_TD_pct","avg_TOTAL_STR_att","avg_TOTAL_STR_landed","longest_win_streak","losses","avg_opp_BODY_att","avg_opp_BODY_landed","avg_opp_CLINCH_att","avg_opp_CLINCH_landed","avg_opp_DISTANCE_att","avg_opp_DISTANCE_landed","avg_opp_GROUND_att","avg_opp_GROUND_landed","avg_opp_HEAD_att","avg_opp_HEAD_landed","avg_opp_KD","avg_opp_LEG_att","avg_opp_LEG_landed","avg_opp_PASS","avg_opp_REV","avg_opp_SIG_STR_att","avg_opp_SIG_STR_landed","avg_opp_SIG_STR_pct","avg_opp_SUB_ATT","avg_opp_TD_att","avg_opp_TD_landed","avg_opp_TD_pct","avg_opp_TOTAL_STR_att","avg_opp_TOTAL_STR_landed","total_rounds_fought","total_time_fought.seconds.","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO.TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Stance","Height_cms","Reach_cms","Weight_lbs","age","DistanceAtt","CloseAtt","GroundAtt","DistanceDef","CloseDef","GroundDef","HeadAttactPct","HeadAttactAccuracy","BodyAttactPct","BodyAttactAccuracy","LegAttactPct","LegAttactAccuracy","distance_att","close_att","ground_att","distance_def","close_def","ground_def","total_normal_att","head_att_pct","head_att_acc","body_att_pct","body_att_acc","leg_att_pct","leg_att_acc","url"
"Alessio Sakara",2019-02-09,0,1,0,2.571428571,2,5.142857143,3.428571429,17.57142857,7.428571429,23.71428571,12.57142857,43.71428571,21.28571429,0.142857143,0.142857143,0.142857143,0.428571429,0,46.42857143,23.42857143,0.454285714,0,1.857142857,1.428571429,0.214285714,62.42857143,37.42857143,1,4,1.428571429,1.285714286,2.285714286,1.571428571,13.57142857,4,5.285714286,3.571428571,17.28571429,6,0.285714286,2.428571429,1.857142857,0.142857143,0,21.14285714,9.142857143,0.324285714,0.285714286,1.428571429,0.428571429,0.214285714,46.28571429,32.57142857,10,264.5714286,0,0,0,1,2,0,0,3,"Orthodox",182.88,182.88,185,26,0.422764227701038,0.666666666731481,0.530120481963275,0.705263157863712,0.312500000273437,0.324324324441928,0.941538461538859,0.486928104720941,0.0553846153808379,0.777777777907407,0.00307692308030296,1,0.422764227701038,0.666666666731481,0.530120481963275,0.705263157863712,0.312500000273437,0.324324324441928,46.428571424,0.941538461538859,0.486928104720941,0.0553846153808379,0.777777777907407,0.00307692308030296,1,"/fighter/Alessio-Sakara-5366"
"Alex Caceres",2017-12-16,2,0,0,2.5,2,2,1.5,7.5,2.5,6.5,3.5,13,5,0,0.5,0.5,0,1,16,7.5,0.4,0,0,0,0,24,15,0,2,1,0.5,0.5,0.5,3.5,1,4.5,4,7,4.5,0,0.5,0.5,4,0.5,8.5,5.5,0.59,1.5,7,4,0.575,36,27.5,3,345,0,0,0,0,0,0,0,0,"Southpaw",177.8,185.42,145,23,0.333333333333333,0.75,0.538461538461538,0.714285714285714,0,0.111111111111111,0.8125,0.384615384615385,0.15625,0.8,0.03125,1,0.333333333333333,0.75,0.538461538461538,0.714285714285714,0,0.111111111111111,16,0.8125,0.384615384615385,0.15625,0.8,0.03125,1,"/fighter/Alex-Caceres-41586"
"Alex Chambers",2017-05-13,0,1,0,12,8,13.5,7.5,47.5,20,1,0.5,35,11.5,0,15,8.5,0.5,0,62,28,0.6,1,3,1.5,0.7,68,32.5,1,1,13.5,8,20.5,10,75.5,29.5,12,9,83.5,31.5,0,11,9,2.5,0,108,48.5,0.515,0.5,3,1.5,0.5,153.5,87.5,4,544,0,0,0,0,0,1,0,1,"",160.02,160.02,115,36,0.421052631578947,0.555555555555556,0.5,0.609271523178808,0.51219512195122,0.25,0.564516129032258,0.328571428571429,0.193548387096774,0.666666666666667,0.241935483870968,0.566666666666667,0.421052631578947,0.555555555555556,0.5,0.609271523178808,0.51219512195122,0.25,62,0.564516129032258,0.328571428571429,0.193548387096774,0.666666666666667,0.241935483870968,0.566666666666667,"/fighter/Alex-Chambers-65649"
"Alex Garcia",2017-03-18,1,0,0,4.444444444,2.333333333,4.111111111,2.222222222,60.11111111,16.22222222,4.222222222,2.111111111,63.33333333,17.66666667,0.333333333,0.666666667,0.555555556,1.777777778,0.111111111,68.44444444,20.55555556,0.32,0.111111111,5.666666667,3.111111111,0.465555556,82.77777778,32.33333333,2,4,11.66666667,7.666666667,6.444444444,4.222222222,76.44444444,26.88888889,4,2.666666667,69.11111111,20.44444444,0.111111111,6.111111111,5.666666667,0.777777778,0.222222222,86.88888889,33.77777778,0.365555556,0,1.666666667,0.555555556,0.128888889,109,54.44444444,22,680.4444444,0,0,1,1,2,1,0,5,"Orthodox",175.26,182.88,170,31,0.269870609949535,0.540540540501096,0.5,0.648255813918503,0.344827586196195,0.33333333325,0.925324675322541,0.278947368488366,0.0649350649318393,0.5249999999775,0.00974025974562005,0.833333333583333,0.269870609949535,0.540540540501096,0.5,0.648255813918503,0.344827586196195,0.33333333325,68.444444441,0.925324675322541,0.278947368488366,0.0649350649318393,0.5249999999775,0.00974025974562005,0.833333333583333,"/fighter/Alex-Garcia-54124"
"Alex Karalexis",2019-03-23,1,0,0,2.5,1.5,15.5,6,18.5,2.5,5,3.5,36.5,10.5,0,0,0,0,0,39,12,0.385,0,0,0,0,47,19.5,1,1,12.5,10,15.5,10,20,9.5,0,0,22,9,0,1,0.5,0.5,0,35.5,19.5,0.44,0.5,1.5,0.5,0.25,38,22,3,286,0,0,0,0,1,0,0,1,"Orthodox",172.72,167.64,155,28,0.135135135135135,0.387096774193548,0.7,0.525,0.354838709677419,0,0.935897435897436,0.287671232876712,0.0641025641025641,0.6,0,0,0.135135135135135,0.387096774193548,0.7,0.525,0.354838709677419,0,39,0.935897435897436,0.287671232876712,0.0641025641025641,0.6,0,0,"/fighter/Alex-Karalexis-11941"
"Alex Morono",2016-04-23,0,1,0,9.571428571,6.285714286,8.428571429,4.571428571,111.4285714,45.57142857,3.428571429,1.571428571,105.4285714,39,0.285714286,8.285714286,6.428571429,0.571428571,0,123.2857143,51.71428571,0.382857143,0.428571429,0.714285714,0,0,135.8571429,63.42857143,2,3,20.28571429,11.42857143,5,2.142857143,81.42857143,28.28571429,4.285714286,3,60,15.14285714,0.142857143,10.42857143,6.857142857,1.571428571,0.142857143,90.71428571,33.42857143,0.354285714,0,1.428571429,0.857142857,0.297142857,96.71428571,38.85714286,18,747.4285714,0,0,1,2,0,1,0,4,"Orthodox",180.34,182.88,170,28,0.408974359066404,0.542372881277506,0.458333333151042,0.652631578900831,0.5714285714,0.300000000046667,0.855156431021885,0.369918699287241,0.0776361529694147,0.656716417969704,0.0672074160087007,0.775862068990488,0.408974359066404,0.542372881277506,0.458333333151042,0.652631578900831,0.5714285714,0.300000000046667,123.285714257,0.855156431021885,0.369918699287241,0.0776361529694147,0.656716417969704,0.0672074160087007,0.775862068990488,"/fighter/Alex-Morono-64894"
"Alex Nicholson",2016-08-06,0,1,0,4.5,3,4.5,2,35,13.5,1.5,1.5,29,8,0.5,7.5,6,0,0,41,17,0.445,0,0,0,0,42,18,1,1,9,6.5,12.5,7.5,26,13,3,2.5,30.5,15,0.5,2,1.5,3.5,0,41.5,23,0.6,1,3.5,2,0.75,73,48,3,342.5,0,0,0,0,1,0,0,1,"Orthodox",193.04,205.74,185,26,0.385714285714286,0.444444444444444,1,0.5,0.4,0.166666666666667,0.707317073170732,0.275862068965517,0.109756097560976,0.666666666666667,0.182926829268293,0.8,0.385714285714286,0.444444444444444,1,0.5,0.4,0.166666666666667,41,0.707317073170732,0.275862068965517,0.109756097560976,0.666666666666667,0.182926829268293,0.8,"/fighter/Alex-Nicholson-121077"
"Alex Oliveira",2019-02-02,1,0,0,8.642857143,6.857142857,12.28571429,8.428571429,27,11.42857143,10,7,36.57142857,16.5,0.357142857,4.071428571,3.5,1.357142857,0.071428571,49.28571429,26.85714286,0.522857143,0.5,4.928571429,1.857142857,0.267857143,67.71428571,42.14285714,3,5,5,3.785714286,6.571428571,5.071428571,20.57142857,8.285714286,4.785714286,4.214285714,23.42857143,11,0.142857143,3.5,2.785714286,1.5,0.357142857,31.92857143,17.57142857,0.616428571,0.357142857,2.214285714,0.928571429,0.378571429,47.07142857,30.78571429,30,523.9285714,0,0,0,2,4,3,0,9,"Orthodox",180.34,193.04,170,31,0.423280423333333,0.686046511423472,0.7,0.597222222180363,0.228260869580104,0.119402985186901,0.742028985504071,0.451171875017624,0.175362318849578,0.793388429722423,0.0826086956463516,0.859649122897507,0.423280423333333,0.686046511423472,0.7,0.597222222180363,0.228260869580104,0.119402985186901,49.285714284,0.742028985504071,0.451171875017624,0.175362318849578,0.793388429722423,0.0826086956463516,0.859649122897507,"/fighter/Alex-Oliveira-110143"
"Alex Perez",2015-11-14,0,1,0,8,5,8,7,21,9,11,8,25,13,0,7,6,1,0,40,24,0.6,3,4,2,0.5,62,42,1,0,0,0,1,1,27,7,0,0,27,7,0,1,1,0,0,28,8,0.28,0,2,0,0,29,9,2,414,0,0,0,0,0,1,0,1,"Orthodox",167.64,165.1,135,25,0.428571428571429,0.875,0.727272727272727,0.740740740740741,0,0,0.625,0.52,0.2,0.625,0.175,0.857142857142857,0.428571428571429,0.875,0.727272727272727,0.740740740740741,0,0,40,0.625,0.52,0.2,0.625,0.175,0.857142857142857,NA
"Alex Soto",2006-10-14,1,0,0,2,1,0,0,8,6,0,0,4,3,0,2,2,0,0,8,6,0.75,0,0,0,0,8,6,0,1,2,1,1,0,16,6,7,6,22,11,2,0,0,0,0,24,12,0.5,0,0,0,0,24,12,1,56,0,0,0,0,0,0,0,0,"Southpaw",172.72,180.34,135,28,0.75,0,0,0.625,1,0.142857142857143,0.5,0.75,0.25,0.5,0.25,1,0.75,0,0,0.625,1,0.142857142857143,8,0.5,0.75,0.25,0.5,0.25,1,"/fighter/Alex-Soto-50367"
"Alex White",2017-12-01,1,0,0,23.28571429,14.85714286,16.85714286,11,92.28571429,31.57142857,4.714285714,3.428571429,86.28571429,27.71428571,0.571428571,4.285714286,3.428571429,0.428571429,0.285714286,113.8571429,46,0.43,0.142857143,1.571428571,0.714285714,0.25,131.8571429,61.57142857,1,4,13,6.571428571,7.142857143,4.428571429,78.85714286,23.42857143,7.428571429,4.857142857,70.71428571,20.42857143,0.285714286,9.714285714,5.714285714,1.142857143,0.142857143,93.42857143,32.71428571,0.381428571,0.571428571,3.857142857,1.142857143,0.171428571,111.1428571,47.14285714,18,713.1428571,0,0,0,1,2,0,0,3,"Southpaw",182.88,180.34,155,29,0.342105263126528,0.652542372770756,0.727272727407713,0.702898550717286,0.3799999999524,0.346153846210799,0.757841907130507,0.32119205291451,0.204516938541179,0.63803680982122,0.037641154328314,0.800000000046667,0.342105263126528,0.652542372770756,0.727272727407713,0.702898550717286,0.3799999999524,0.346153846210799,113.857142866,0.757841907130507,0.32119205291451,0.204516938541179,0.63803680982122,0.037641154328314,0.800000000046667,"/fighter/Alex-White-55954"
"Alexa Grasso",2019-04-20,0,1,0,20.66666667,14,22,13.66666667,140.3333333,53.33333333,3.333333333,2.666666667,124,38.33333333,0,21,17.33333333,0.333333333,0.333333333,165.6666667,69.66666667,0.42,0.333333333,0.666666667,0.333333333,0.166666667,213,109.6666667,1,1,24.66666667,14,10.66666667,8.333333333,132,35.66666667,6,4.333333333,117.6666667,31,0,6.333333333,3.333333333,2.333333333,0.333333333,148.6666667,48.33333333,0.36,0,6.333333333,2,0.286666667,173.3333333,70.33333333,9,900,0,0,1,1,0,0,0,2,"Orthodox",165.1,167.64,115,24,0.380047506004762,0.621212121363636,0.80000000018,0.729797979772727,0.218750000275391,0.277777777833333,0.748490945658984,0.309139784919355,0.124748490963285,0.677419354729448,0.126760563377731,0.825396825238095,0.380047506004762,0.621212121363636,0.80000000018,0.729797979772727,0.218750000275391,0.277777777833333,165.66666667,0.748490945658984,0.309139784919355,0.124748490963285,0.677419354729448,0.126760563377731,0.825396825238095,NA
"Alexander Gustafsson",2018-02-10,1,0,0,11.93333333,6.6,7,3.933333333,94.46666667,33.06666667,9.666666667,7.2,92.2,32.26666667,0.6,7,5.333333333,1.133333333,0,111.1333333,44.2,0.384666667,0.333333333,3,1.2,0.303333333,129.4666667,60.6,6,5,9.466666667,6,9.466666667,6.466666667,66.66666667,28.93333333,4.133333333,3.266666667,59.13333333,23.6,0.066666667,11.66666667,9.066666667,0.466666667,0,80.26666667,38.66666667,0.525333333,0.133333333,3.066666667,0.466666667,0.098,94.6,51.93333333,38,660.8666667,3,0,0,3,5,2,0,10,"Orthodox",195.58,200.66,205,32,0.350035285838037,0.561904761857143,0.744827586181213,0.5660000000717,0.316901408439546,0.209677419210458,0.829634073210247,0.349963846746204,0.107378524268368,0.553072625852814,0.0629874025213853,0.761904761857143,0.350035285838037,0.561904761857143,0.744827586181213,0.5660000000717,0.316901408439546,0.209677419210458,111.13333333,0.829634073210247,0.349963846746204,0.107378524268368,0.553072625852814,0.0629874025213853,0.761904761857143,"/fighter/Alexander-Gustafsson-26162"
"Alexander Hernandez",2015-05-09,0,1,0,3,3,0,0,11,6,2,2,10,5,1,0,0,1,0,13,8,0.61,0,0,0,0,14,9,1,0,3,1,0,0,11,4,0,0,7,2,0,1,1,0,0,11,4,0.36,0,0,0,0,11,4,1,42,0,0,0,0,1,0,0,1,"Orthodox",175.26,182.88,155,25,0.545454545454545,0,1,0.636363636363636,0,0,0.769230769230769,0.5,0.230769230769231,1,0,0,0.545454545454545,0,1,0.636363636363636,0,0,13,0.769230769230769,0.5,0.230769230769231,1,0,0,NA
"Alexander Volkanovski",2013-12-14,0,3,0,9.666666667,7.333333333,16,11.66666667,57,29.33333333,36.66666667,27.33333333,82,46,0.333333333,18,15,3.333333333,0.333333333,109.6666667,68.33333333,0.62,0,8,4,0.64,118,75.66666667,3,0,6.333333333,3,4.333333333,2,75,20,0.666666667,0.666666667,70.66666667,17.33333333,0,3,2.333333333,0.666666667,0.333333333,80,22.66666667,0.306666667,0,2.666666667,0.666666667,0.5,83.66666667,26,8,742,0,0,0,2,1,0,0,3,"Orthodox",167.64,180.34,145,29,0.514619882982456,0.729166666875,0.745454545295868,0.733333333333333,0.538461538426035,0,0.747720364739369,0.560975609756098,0.0881458966593065,0.75862068959453,0.164133738601325,0.833333333333333,0.514619882982456,0.729166666875,0.745454545295868,0.733333333333333,0.538461538426035,0,109.666666667,0.747720364739369,0.560975609756098,0.0881458966593065,0.75862068959453,0.164133738601325,0.833333333333333,NA
"Alexander Volkov",2014-12-06,0,3,0,24.33333333,18.66666667,17.33333333,11.33333333,146.3333333,83.33333333,9.333333333,6,127,65.33333333,0.333333333,21.66666667,16.66666667,0.333333333,0,173,100.6666667,0.576666667,0,1.333333333,1,0.5,196.6666667,120,3,0,14.33333333,7.333333333,5.666666667,4.666666667,91,26.33333333,10.66666667,7.666666667,86.66666667,26.66666667,0.333333333,6.333333333,4.666666667,1,0,107.3333333,38.66666667,0.393333333,0,5.333333333,0.666666667,0.08,117.6666667,47.66666667,9,870,0,0,1,1,1,0,0,3,"Orthodox",200.66,203.2,250,29,0.569476082111498,0.653846153779586,0.642857142880102,0.710622710659341,0.176470588224913,0.281250000193359,0.734104046242775,0.514435695511811,0.140655105953757,0.767123287913305,0.125240847803468,0.769230769266272,0.569476082111498,0.653846153779586,0.642857142880102,0.710622710659341,0.176470588224913,0.281250000193359,173,0.734104046242775,0.514435695511811,0.140655105953757,0.767123287913305,0.125240847803468,0.769230769266272,NA
"Alexander Yakovlev",2017-04-22,1,0,0,8.8,6.4,4.6,3.2,43,18.2,3.4,2.6,34.8,11.8,0.4,7.4,5.8,1.4,0.2,51,24,0.542,0,3.6,1,0.38,56.4,28.4,2,3,10,7,6.6,4.8,51.4,17.2,16.6,13,57.8,22.2,0.2,6.8,5.8,2.6,0,74.6,35,0.49,0,6.6,1.8,0.264,118.8,76.2,13,767.8,0,0,0,1,1,0,0,2,"Southpaw",190.5,187.96,155,32,0.423255813953488,0.695652173913044,0.764705882352941,0.665369649805448,0.272727272727273,0.216867469879518,0.682352941176471,0.339080459770115,0.172549019607843,0.727272727272727,0.145098039215686,0.783783783783784,0.423255813953488,0.695652173913044,0.764705882352941,0.665369649805448,0.272727272727273,0.216867469879518,51,0.682352941176471,0.339080459770115,0.172549019607843,0.727272727272727,0.145098039215686,0.783783783783784,"/fighter/Alexander-Yakovlev-10846"
"Alexandra Albu",2014-12-06,0,2,0,17.5,12,19.5,16.5,93,38,9,7.5,101,47,0,3,3,1,0,121.5,62,0.56,0.5,4.5,2.5,0.31,147.5,81,2,0,15.5,13,23,19.5,68,33,10,6.5,72,33,0,13.5,13,1,0.5,101,59,0.625,0,5.5,1,0.225,143.5,97.5,5,707,0,0,0,1,0,1,0,2,"Orthodox",157.48,160.02,115,28,0.408602150537634,0.846153846153846,0.833333333333333,0.514705882352941,0.152173913043478,0.35,0.831275720164609,0.465346534653465,0.1440329218107,0.685714285714286,0.0246913580246914,1,0.408602150537634,0.846153846153846,0.833333333333333,0.514705882352941,0.152173913043478,0.35,121.5,0.831275720164609,0.465346534653465,0.1440329218107,0.685714285714286,0.0246913580246914,1,NA
"Alexandre Dantas",2016-07-30,1,0,0,1,0,0,0,5,1,38,13,42,14,0,0,0,4,1,43,14,0.32,0,8,2,0.25,55,24,0,1,8,5,6,5,17,9,31,19,46,28,1,0,0,1,2,54,33,0.61,0,0,0,0,85,61,3,748,0,0,0,0,0,0,0,0,"Orthodox",187.96,192.520979976671,238,23,0.2,0,0.342105263157895,0.470588235294118,0.166666666666667,0.387096774193548,0.976744186046512,0.333333333333333,0.0232558139534884,0,0,0,0.2,0,0.342105263157895,0.470588235294118,0.166666666666667,0.387096774193548,43,0.976744186046512,0.333333333333333,0.0232558139534884,0,0,0,"/fighter/Alexandre-Dantas-264"
"Alexandre Pantoja",2019-03-30,1,0,0,23,16,16.66666667,13,106,43.33333333,2.333333333,2,89.33333333,32.33333333,0.333333333,12.66666667,10,2.666666667,0.666666667,125,58.33333333,0.423333333,1.666666667,1.666666667,1,0.776666667,151,82.33333333,2,1,7.333333333,5.333333333,10,6,102,39.33333333,6.666666667,4.666666667,106.3333333,40.66666667,0,5,4,0.333333333,0.666666667,118.6666667,50,0.41,0,8.666666667,3.666666667,0.303333333,148.6666667,75.33333333,9,850.3333333,0,0,1,0,0,1,0,2,"Orthodox",165.1,170.18,125,28,0.408805031415094,0.779999999844,0.857142857265306,0.614379085,0.4,0.299999999985,0.71466666664,0.361940298483654,0.184,0.695652173913043,0.10133333336,0.78947368400277,0.408805031415094,0.779999999844,0.857142857265306,0.614379085,0.4,0.299999999985,125,0.71466666664,0.361940298483654,0.184,0.695652173913043,0.10133333336,0.78947368400277,NA
"Alexis Davis",2018-05-12,1,0,0,10.33333333,6.888888889,9.555555556,6.222222222,82.33333333,27.88888889,5.666666667,4.555555556,70.11111111,19.11111111,0,17.11111111,12.66666667,1.111111111,0.444444444,97.55555556,38.66666667,0.427777778,1,1.666666667,0.666666667,0.313333333,149.7777778,84.77777778,3,3,7,5.333333333,7.111111111,4.888888889,80.88888889,30.11111111,7.333333333,6.666666667,79,29.44444444,0,9.333333333,6.888888889,0.666666667,0.111111111,95.33333333,41.66666667,0.503333333,0.111111111,2.111111111,1.555555556,0.561111111,137.6666667,79.66666667,23,708.3333333,1,0,2,3,0,1,0,6,"Orthodox",167.64,172.72,125,34,0.338731444021811,0.651162790644132,0.803921568658593,0.627747252766102,0.312499999973633,0.090909090822314,0.718678815519287,0.272583201256301,0.105922551224711,0.666666666892473,0.175398633256002,0.740259740502614,0.338731444021811,0.651162790644132,0.803921568658593,0.627747252766102,0.312499999973633,0.090909090822314,97.55555555,0.718678815519287,0.272583201256301,0.105922551224711,0.666666666892473,0.175398633256002,0.740259740502614,"/fighter/Alexis-Davis-22071"
"Alexis Dufresne",2014-02-22,1,0,0,5,5,0,0,11,5,17,7,21,5,0,2,2,7,1,28,12,0.42,0,3,3,1,86,65,0,1,3,1,8,4,21,8,5,3,29,12,0,2,2,0,1,34,15,0.44,0,2,1,0.5,149,123,3,900,0,0,0,0,0,0,0,0,"Orthodox",175.26,172.72,135,24,0.454545454545455,0,0.411764705882353,0.619047619047619,0.5,0.4,0.75,0.238095238095238,0.178571428571429,1,0.0714285714285714,1,0.454545454545455,0,0.411764705882353,0.619047619047619,0.5,0.4,28,0.75,0.238095238095238,0.178571428571429,1,0.0714285714285714,1,"/fighter/Alexis-Dufresne-113687"
"Ali Bagautinov",2019-02-23,0,2,0,8.5,6,8.5,5.5,86,25,14.5,10,97,31.5,1,3.5,3,1,0,109,40.5,0.415,0.5,4.5,2,0.425,114,44.5,2,0,9.5,6,7,6,88.5,26,7,5.5,77.5,20,0,15.5,11.5,1.5,0,102.5,37.5,0.435,0.5,2,1,0.25,128,58.5,6,854,0,0,0,1,1,0,0,2,"Orthodox",162.56,165.1,125,28,0.290697674418605,0.647058823529412,0.689655172413793,0.706214689265537,0.142857142857143,0.214285714285714,0.889908256880734,0.324742268041237,0.0779816513761468,0.705882352941177,0.0321100917431193,0.857142857142857,0.290697674418605,0.647058823529412,0.689655172413793,0.706214689265537,0.142857142857143,0.214285714285714,109,0.889908256880734,0.324742268041237,0.0779816513761468,0.705882352941177,0.0321100917431193,0.857142857142857,"/fighter/Ali-Bagautinov-81198"
"Alistair Overeem",2019-03-30,2,0,0,19.66666667,17.66666667,23.33333333,18,14,7.666666667,16.33333333,11.33333333,32.66666667,18,1,1.333333333,1.333333333,0.333333333,0,53.66666667,37,0.706666667,0,0.666666667,0.333333333,0.333333333,63.66666667,46.33333333,1,2,3.666666667,3,7,4.333333333,22.66666667,8.333333333,1.333333333,1,24.33333333,9.666666667,0.666666667,3,1,0,0,31,13.66666667,0.423333333,0,0.666666667,0,0,40.33333333,21.33333333,5,339.6666667,0,0,0,0,1,0,0,1,"Orthodox",193.04,203.2,265,33,0.547619047642857,0.771428571538776,0.693877550957934,0.632352941245242,0.380952381,0.2499999998125,0.608695652164191,0.551020408107039,0.366459627348058,0.898305084762999,0.0248447204877512,1,0.547619047642857,0.771428571538776,0.693877550957934,0.632352941245242,0.380952381,0.2499999998125,53.666666673,0.608695652164191,0.551020408107039,0.366459627348058,0.898305084762999,0.0248447204877512,1,"/fighter/Alistair-Overeem-461"
"Aljamain Sterling",2019-03-16,0,3,0,25.16666667,18.25,14,11.08333333,72.58333333,29.41666667,16.08333333,11.75,63,23.33333333,0,14.5,10.66666667,1.5,0.083333333,102.6666667,52.25,0.49,0.75,5.333333333,1.75,0.4175,138.3333333,85.75,4,3,8.916666667,4.666666667,5.75,4,51,12.91666667,1.833333333,1.166666667,43.41666667,8.916666667,0.25,6.25,4.5,0.833333333,0.083333333,58.58333333,18.08333333,0.305833333,0.083333333,2.25,1.083333333,0.251666667,80.58333333,37.83333333,32,750.6666667,0,0,0,5,1,3,0,9,"Orthodox",170.18,180.34,135,29,0.405281285942837,0.791666666428571,0.730569948337942,0.746732026078431,0.304347826086957,0.363636363338843,0.61363636361644,0.37037037031746,0.245129870154379,0.725165562817859,0.141233766229181,0.735632184137931,0.405281285942837,0.791666666428571,0.730569948337942,0.746732026078431,0.304347826086957,0.363636363338843,102.66666667,0.61363636361644,0.37037037031746,0.245129870154379,0.725165562817859,0.141233766229181,0.735632184137931,"/fighter/Aljamain-Sterling-66313"
"Allen Crowder",2006-04-06,1,0,0,1,1,7,2,31,13,0,0,29,6,0,8,8,0,0,38,15,0.39,0,0,0,0,41,17,0,1,1,1,17,6,25,14,2,2,43,21,1,0,0,0,0,44,22,0.5,0,0,0,0,47,25,1,153,0,0,0,0,0,0,0,0,"Orthodox",190.5,193.04,245,29,0.419354838709677,0.285714285714286,0,0.44,0.647058823529412,0,0.763157894736842,0.206896551724138,0.0263157894736842,1,0.210526315789474,1,0.419354838709677,0.285714285714286,0,0.44,0.647058823529412,0,38,0.763157894736842,0.206896551724138,0.0263157894736842,1,0.210526315789474,1,NA
"Alptekin Ozkilic",2017-05-13,1,0,0,22,10,11.5,9,131,31.5,12,3,127,29,0,5.5,4.5,3.5,0,154.5,43.5,0.27,0,8.5,6,0.82,168.5,53.5,1,1,21.5,13.5,18,13.5,118,37.5,22,11.5,130.5,43.5,0,6,5.5,1,0.5,158,62.5,0.415,0.5,5.5,1,0.1,170.5,73,6,900,0,0,1,0,0,0,0,1,"Orthodox",165.1,165.1,125,28,0.240458015267176,0.782608695652174,0.25,0.682203389830508,0.25,0.477272727272727,0.822006472491909,0.228346456692913,0.142394822006472,0.454545454545455,0.0355987055016181,0.818181818181818,0.240458015267176,0.782608695652174,0.25,0.682203389830508,0.25,0.477272727272727,154.5,0.822006472491909,0.228346456692913,0.142394822006472,0.454545454545455,0.0355987055016181,0.818181818181818,"/fighter/Alptekin-Ozkilic-73826"
"Alvaro Herrera",2017-06-17,1,0,0,2,1.5,1.5,1.5,15.5,6,0.5,0.5,15,6,0.5,0.5,0.5,0,0,17.5,8,0.45,0,0,0,0,18,8.5,1,1,3.5,1.5,1.5,1,19.5,7.5,10,5,20.5,7,0,7,5,2,0,31,13.5,0.355,0.5,2.5,2,0.4,47.5,26.5,3,281,0,0,0,0,1,0,0,1,"",182.88,187.96,155,27,0.387096774193548,1,1,0.615384615384615,0.333333333333333,0.5,0.857142857142857,0.4,0.114285714285714,0.75,0.0285714285714286,1,0.387096774193548,1,1,0.615384615384615,0.333333333333333,0.5,17.5,0.857142857142857,0.4,0.114285714285714,0.75,0.0285714285714286,1,"/fighter/Alvaro-Herrera-44627"
"Alvin Robinson",2019-05-04,0,1,0,1.5,1.5,5,2.5,10,4,32,18.5,44.5,23,0,1,0.5,0,0.5,47,25,0.465,0.5,2.5,1.5,0.75,137.5,100.5,1,1,1,1,1,1,4,0.5,17,10,19.5,9.5,0,1.5,1,5,0.5,22,11.5,0.435,0,2.5,1.5,0.3,56.5,42,4,585,0,0,0,1,0,0,0,1,"Southpaw",175.26,172.72,155,25,0.4,0.5,0.578125,0.875,0,0.411764705882353,0.946808510638298,0.51685393258427,0.0319148936170213,1,0.0212765957446809,0.5,0.4,0.5,0.578125,0.875,0,0.411764705882353,47,0.946808510638298,0.51685393258427,0.0319148936170213,1,0.0212765957446809,0.5,"/fighter/Alvin-Robinson-12212"
"Amanda Cooper",2019-02-17,0,1,0,4.25,3.5,1.5,1.25,51.25,17,13.25,11,61.25,25.25,0,0.5,0.5,3.5,0.25,66,29.25,0.39,1,1.75,0.75,0.2475,108.25,61.5,1,2,8,6.5,1.25,1,41,17.5,9,7.5,37.75,15,0.25,5.5,4.5,1,0,51.25,26,0.55,1,1.25,1,0.5,62.25,35.75,7,474,1,0,0,1,1,0,0,2,"Switch",160.02,162.56,115,26,0.331707317073171,0.833333333333333,0.830188679245283,0.573170731707317,0.2,0.166666666666667,0.928030303030303,0.412244897959184,0.0643939393939394,0.823529411764706,0.00757575757575758,1,0.331707317073171,0.833333333333333,0.830188679245283,0.573170731707317,0.2,0.166666666666667,66,0.928030303030303,0.412244897959184,0.0643939393939394,0.823529411764706,0.00757575757575758,1,NA
